indore,kanpur,689
indore,lucknow,768
indore,madras,1795
indore,nagpur,445
indore,nasik,414
indore,panjim,1115
indore,patna,1205
indore,pondicherry,1963
indore,pune,623
jabalpur,ahmedabad,901
jabalpur,bangalore,1335
jabalpur,bhubaneshwar,1087
jabalpur,bombay,1143
jabalpur,calcutta,1167
jabalpur,chandigarh,1046
jabalpur,cochin,1885
jabalpur,delhi,800
jabalpur,hyderabad,733
jabalpur,indore,859
jabalpur,jaipur,845
jabalpur,kanpur,543
jabalpur,lucknow,584
jabalpur,madras,1529
jabalpur,nagpur,257
jabalpur,nasik,943
jabalpur,panjim,1088
jabalpur,patna,736
jabalpur,pondicherry,1697
jabalpur,pune,1003
jaipur,ahmedabad,648
jaipur,bangalore,2005
jaipur,bhubaneshwar,1758
jaipur,bombay,1148
jaipur,calcutta,1530
jaipur,chandigarh,507
jaipur,cochin,2745
jaipur,delhi,263
jaipur,hyderabad,1404
jaipur,indore,405
jaipur,jaipur,0
jaipur,kanpur,517
jaipur,lucknow,598
jaipur,madras,2200
jaipur,nagpur,928
jaipur,nasik,1248
jaipur,panjim,2496
jaipur,patna,1115
jaipur,pondicherry,2368
jaipur,pune,1371
jamshedpur,ahmedabad,1225
jamshedpur,bangalore,1690
jamshedpur,bhubaneshwar,422
jamshedpur,bombay,1916
jamshedpur,calcutta,268
jamshedpur,chandigarh,1602
jamshedpur,cochin,2710
jamshedpur,delhi,1356
jamshedpur,hyderabad,1578
jamshedpur,indore,1477
jamshedpur,jaipur,1387
jamshedpur,kanpur,867
jamshedpur,lucknow,1121
jamshedpur,madras,1629
jamshedpur,nagpur,1102
jamshedpur,nasik,1788
jamshedpur,panjim,2229
jamshedpur,patna,473
jamshedpur,pondicherry,1797
jamshedpur,pune,1997
jullundur,ahmedabad,1285
jullundur,bangalore,2416
jullundur,bhubaneshwar,2413
jullundur,bombay,1778
jullundur,calcutta,1869
jullundur,chandigarh,154
jullundur,cochin,3082
jullundur,delhi,375
jullundur,hyderabad,1821
jullundur,indore,1171
jullundur,jaipur,891
jullundur,kanpur,855
jullundur,lucknow,868
jullundur,madras,2617
jullundur,nagpur,1354
jullundur,nasik,1591
jullundur,panjim,2146
jullundur,patna,1460
jullundur,pondicherry,2785
jullundur,pune,1791
kanpur,ahmedabad,1168
kanpur,bangalore,1855
kanpur,bhubaneshwar,1283
kanpur,bombay,1278
kanpur,calcutta,1010
kanpur,chandigarh,661
kanpur,cochin,2385
kanpur,delhi,481
kanpur,hyderabad,1253
kanpur,indore,689
kanpur,jaipur,517
kanpur,kanpur,0
kanpur,lucknow,79
kanpur,madras,2049
kanpur,nagpur,777
kanpur,nasik,1103
kanpur,panjim,1813
kanpur,patna,596
kanpur,pondicherry,2217
kanpur,pune,1312
kolhapur,ahmedabad,911
kolhapur,bangalore,484
kolhapur,bhubaneshwar,1622
kolhapur,bombay,426
kolhapur,calcutta,2045
kolhapur,chandigarh,1910
kolhapur,cochin,934
kolhapur,delhi,1664
kolhapur,hyderabad,578
kolhapur,indore,870
kolhapur,jaipur,1518
kolhapur,kanpur,1779
kolhapur,lucknow,1858
kolhapur,madras,910
kolhapur,nagpur,1050
kolhapur,nasik,456
kolhapur,panjim,254
kolhapur,patna,2047
kolhapur,pondicherry,907
kolhapur,pune,247
lucknow,ahmedabad,1247
lucknow,bangalore,1934
lucknow,bhubaneshwar,1254
lucknow,bombay,1366
lucknow,calcutta,1089
lucknow,chandigarh,740
lucknow,cochin,2572
lucknow,delhi,499
lucknow,hyderabad,1332
lucknow,indore,768
lucknow,jaipur,598
lucknow,kanpur,79
lucknow,lucknow,0
lucknow,madras,2128
lucknow,nagpur,856
lucknow,nasik,1182
lucknow,panjim,1883
lucknow,patna,566
lucknow,pondicherry,2296
lucknow,pune,1391
ludhiana,ahmedabad,1220
ludhiana,bangalore,2358
ludhiana,bhubaneshwar,2088
ludhiana,bombay,1770
ludhiana,calcutta,1783
ludhiana,chandigarh,105
ludhiana,cochin,3027
ludhiana,delhi,310
ludhiana,hyderabad,1756
ludhiana,indore,1115
ludhiana,jaipur,570
ludhiana,kanpur,790
ludhiana,lucknow,803
ludhiana,madras,2552
ludhiana,nagpur,1280
ludhiana,nasik,1528
ludhiana,panjim,2091
ludhiana,patna,1395
ludhiana,pondicherry,2720
ludhiana,pune,1726
madras,ahmedabad,1821
madras,bangalore,331
madras,bhubaneshwar,1207
madras,bombay,1344
madras,calcutta,1630
madras,chandigarh,2489
madras,cochin,687
madras,delhi,2243
madras,hyderabad,699
madras,indore,1795
madras,jaipur,2200
madras,kanpur,2049
madras,lucknow,2128
madras,madras,0
madras,nagpur,1272
madras,nasik,1366
madras,panjim,909
madras,patna,2096
madras,pondicherry,168
madras,pune,1157
madurai,ahmedabad,1922
madurai,bangalore,432
madurai,bhubaneshwar,1687
madurai,bombay,1458
madurai,calcutta,2110
madurai,chandigarh,2785
madurai,cochin,326
madurai,delhi,2539
